ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1368968	0.287	0.212	1.297166	-7.234349	0.03959486		
ILMN_1353868	0.287	0.213	-1.297027	-7.234523	-0.04183849	Prkab2	protein kinase AMP-activated non-catalytic subunit beta 2
ILMN_1376967	0.287	0.213	-1.296898	-7.234684	-0.05624745	Tymp	thymidine phosphorylase
ILMN_1367357	0.287	0.213	1.29686	-7.234731	0.05876637	Olr1699	olfactory receptor 1699
ILMN_1348984	0.288	0.213	1.296603	-7.235051	0.07037209	Arhgap9	Rho GTPase activating protein 9
ILMN_1374799	0.288	0.213	1.296332	-7.235388	0.0676267		
ILMN_1350738	0.288	0.213	1.296045	-7.235746	0.08300397	Niacr1	niacin receptor 1
ILMN_1374690	0.288	0.213	-1.295449	-7.23649	-0.07364819		
ILMN_1367916	0.288	0.213	-1.294695	-7.237428	-0.1400741	Dffa	DNA fragmentation factor subunit alpha
ILMN_1373730	0.288	0.213	1.294674	-7.237455	0.07366656	Dusp27	dual specificity phosphatase 27 (putative)
ILMN_1361830	0.288	0.213	1.294626	-7.237514	0.05955222	Olr516	olfactory receptor 516
ILMN_1355186	0.288	0.213	1.294526	-7.237638	0.0610913		
ILMN_1362116	0.288	0.213	1.294448	-7.237736	0.05301956		
ILMN_1369007	0.288	0.213	1.294312	-7.237905	0.06392961		
ILMN_2038790	0.289	0.214	1.293576	-7.238822	0.05991505	Olr145	olfactory receptor 145
ILMN_1353295	0.289	0.214	-1.293531	-7.238877	-0.05671152	Olr1392	olfactory receptor 1392
ILMN_1356108	0.289	0.214	1.293369	-7.239079	0.06228343	Krt2	keratin 2
ILMN_1376851	0.289	0.214	-1.292945	-7.239607	-0.15992004	Rnd3	Rho family GTPase 3
ILMN_1375200	0.289	0.214	1.292773	-7.23982	0.05715747		
ILMN_1350967	0.289	0.214	1.291891	-7.240917	0.06764108	Mettl7b	methyltransferase like 7B
ILMN_1530337	0.289	0.214	1.291656	-7.241208	0.04630435	Reep1	receptor accessory protein 1
ILMN_1371685	0.289	0.214	-1.291652	-7.241213	-0.07995476	Eps8l3	EPS8-like 3
ILMN_1371616	0.29	0.214	1.291524	-7.241373	0.05623383		
ILMN_1364222	0.29	0.214	1.29133	-7.241614	0.17441154	Plagl1	PLAG1 like zinc finger 1
ILMN_1368824	0.29	0.215	1.290866	-7.24219	0.05035656	Cyss	cystatin S
ILMN_1350163	0.29	0.215	-1.290636	-7.242475	-0.05423096	Gpc5	glypican 5
ILMN_1368006	0.29	0.215	-1.290124	-7.243111	-0.05992258	Ssc5d	scavenger receptor cysteine rich family member with 5 domains
ILMN_1373317	0.29	0.215	1.289808	-7.243504	0.05655166	Olr639	olfactory receptor 639
ILMN_1374152	0.29	0.215	-1.28978	-7.243538	-0.06125909		
ILMN_1362109	0.29	0.215	-1.289548	-7.243826	-0.07414375	Slc9a7	solute carrier family 9 member A7
ILMN_1353687	0.29	0.215	1.289201	-7.244257	0.05717591		
ILMN_1363408	0.291	0.215	-1.288934	-7.244589	-0.04673018	Fbxo42	F-box protein 42
ILMN_1353004	0.291	0.216	-1.28797	-7.245784	-0.08823957	Cep70	centrosomal protein 70
ILMN_1350222	0.291	0.216	1.287646	-7.246185	0.05837031	Efhc2	EF-hand domain containing 2
ILMN_1349969	0.291	0.216	-1.287463	-7.246412	-0.07244343	Olr170	olfactory receptor 170
ILMN_1376123	0.291	0.216	1.287443	-7.246437	0.06451561		
ILMN_1376504	0.291	0.216	1.287389	-7.246504	0.07153388	Serpinb5	serpin family B member 5
ILMN_1373088	0.291	0.216	1.287286	-7.246631	0.11027644		
ILMN_1352347	0.291	0.216	1.287236	-7.246693	0.07246543	Pdgfd	platelet derived growth factor D
ILMN_1370835	0.291	0.216	-1.287159	-7.24679	-0.38867893	Ghr	growth hormone receptor
ILMN_1366406	0.291	0.216	-1.286954	-7.247043	-0.05807134		
ILMN_1358292	0.291	0.216	-1.286835	-7.247191	-0.06057508		
ILMN_1353186	0.292	0.216	-1.285969	-7.248263	-0.056482		
ILMN_1353627	0.292	0.216	1.285657	-7.24865	0.2693359		
ILMN_1349869	0.292	0.216	1.285502	-7.248842	0.06886537	Sytl3	synaptotagmin-like 3
ILMN_1373145	0.292	0.217	-1.285204	-7.24921	-0.06831243	Gpr135	G protein-coupled receptor 135
ILMN_1348858	0.292	0.217	1.284868	-7.249626	0.0629389	Vom2r76	vomeronasal 2 receptor, 76
ILMN_1351518	0.292	0.217	1.28482	-7.249685	0.04400707	Ifna4	interferon, alpha 4
ILMN_1360954	0.292	0.217	-1.284453	-7.250139	-0.04380093	Irx6	iroquois homeobox 6
ILMN_1367886	0.292	0.217	1.284126	-7.250544	0.05419097	Stk32a	serine/threonine kinase 32A
ILMN_1355014	0.292	0.217	1.284053	-7.250634	0.0664098		
ILMN_1369473	0.292	0.217	1.283952	-7.250759	0.0566874	Smim17	small integral membrane protein 17
ILMN_1373124	0.293	0.217	-1.283354	-7.251498	-0.06030228	Mfrp	membrane frizzled-related protein
ILMN_1359663	0.293	0.217	1.283353	-7.251499	0.04871633		
ILMN_1349618	0.293	0.217	-1.283352	-7.251501	-0.04595258	Olr171	olfactory receptor 171
ILMN_1371325	0.293	0.217	-1.283321	-7.25154	-0.05002996	Tmprss5	transmembrane protease, serine 5
ILMN_1364527	0.293	0.217	1.283204	-7.251684	0.28358683		
ILMN_1357685	0.293	0.217	1.282764	-7.252227	0.05022816		
ILMN_1371675	0.293	0.217	-1.282601	-7.25243	-0.05470252	Rgs8	regulator of G-protein signaling 8
ILMN_1370005	0.293	0.217	1.282416	-7.252658	0.06464245	Olr1061	olfactory receptor 1061
ILMN_1356066	0.293	0.218	-1.282093	-7.253056	-0.05764506		
ILMN_1370513	0.293	0.218	1.281907	-7.253286	0.05415214	Olr1680	olfactory receptor 1680
ILMN_1363547	0.293	0.218	-1.281732	-7.253502	-0.06701506	Ctse	cathepsin E
ILMN_1358675	0.293	0.218	1.281519	-7.253765	0.05446931	LOC498308	Da2-20
ILMN_1651062	0.293	0.218	1.281399	-7.253914	0.09299422	Dus4l	dihydrouridine synthase 4-like
ILMN_1355123	0.294	0.218	1.281054	-7.254339	0.05807656		
ILMN_1374458	0.294	0.218	-1.280813	-7.254636	-0.05760828		
ILMN_1361242	0.294	0.218	-1.280233	-7.255353	-0.05947698	Ypel2	yippee-like 2
ILMN_1350723	0.294	0.218	1.280184	-7.255413	0.22970189	Rab3b	RAB3B, member RAS oncogene family
ILMN_1367717	0.294	0.218	-1.280009	-7.255629	-0.06515549		
ILMN_1373965	0.294	0.218	-1.279513	-7.256241	-0.05049111	Ptcd2	pentatricopeptide repeat domain 2
ILMN_1530280	0.295	0.219	1.278685	-7.257262	0.06160566		
ILMN_1374080	0.295	0.219	1.278537	-7.257444	0.06695745	Tuba3b	tubulin, alpha 3B
ILMN_1356362	0.295	0.219	1.278476	-7.257519	0.06421227	Tas2r138	taste receptor, type 2, member 138
ILMN_1358490	0.295	0.219	-1.278418	-7.257591	-0.05402819	Cdk1	cyclin-dependent kinase 1
ILMN_1353921	0.295	0.219	1.27838	-7.257638	0.08944508	Mttp	microsomal triglyceride transfer protein
ILMN_1364035	0.295	0.219	-1.277742	-7.258424	-0.08335571	Cited1	Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1
ILMN_1361936	0.295	0.219	1.277689	-7.258488	0.06479334	Mmp2	matrix metallopeptidase 2
ILMN_1370677	0.295	0.219	1.277633	-7.258558	0.04111419		
ILMN_1360905	0.295	0.219	-1.277283	-7.258989	-0.06235765		
ILMN_1355814	0.295	0.219	-1.277166	-7.259133	-0.06648554		
ILMN_1366350	0.295	0.219	-1.276912	-7.259446	-0.04352838		
ILMN_1370546	0.295	0.219	-1.276846	-7.259526	-0.06021104		
ILMN_1353860	0.295	0.219	1.276807	-7.259575	0.05803106	Tmem72	transmembrane protein 72
ILMN_1371097	0.295	0.219	1.276761	-7.259632	0.05317248		
ILMN_1356265	0.295	0.22	-1.276486	-7.25997	-0.06750892	Pkdrej	polycystin (PKD) family receptor for egg jelly
ILMN_1349405	0.296	0.22	1.275644	-7.261006	0.05388016	Smr3b	submaxillary gland androgen regulated protein 3B
ILMN_1364526	0.296	0.22	-1.2756	-7.26106	-0.06620844	Ltc4s	leukotriene C4 synthase
ILMN_1376380	0.296	0.22	1.275133	-7.261634	0.08437228	P2ry13	purinergic receptor P2Y13
ILMN_1376844	0.296	0.22	1.275125	-7.261644	0.06751941	Acmsd	aminocarboxymuconate semialdehyde decarboxylase
ILMN_1370458	0.296	0.22	1.274458	-7.262465	0.04983425	Fbn2	fibrillin 2
ILMN_1367601	0.296	0.22	1.274168	-7.262821	0.05677058	Actrt2	actin-related protein T2
ILMN_1374423	0.297	0.221	1.273476	-7.263672	0.05240958	Ttk	Ttk protein kinase
ILMN_1365558	0.297	0.221	1.273426	-7.263733	0.05358649		
ILMN_1361972	0.297	0.221	1.27322	-7.263985	0.05782798	Olr507	olfactory receptor 507
ILMN_1650805	0.297	0.221	-1.273165	-7.264053	-0.13594524		
ILMN_1375036	0.297	0.221	1.272971	-7.264291	0.05537732	Vom2r65	vomeronasal 2 receptor, 65
ILMN_1361381	0.297	0.221	1.272669	-7.264662	0.06156257		
ILMN_1363112	0.297	0.221	1.272395	-7.264998	0.06688544	Cgm4	carcinoembryonic antigen gene family 4
ILMN_1353487	0.297	0.221	1.272258	-7.265167	0.05717854		
ILMN_1359330	0.297	0.221	-1.272254	-7.265172	-0.06106312	Fam222a	family with sequence similarity 222, member A
ILMN_1369662	0.297	0.221	1.271582	-7.265996	0.05915607	Foxg1	forkhead box G1
ILMN_1355177	0.298	0.221	-1.271101	-7.266586	-0.12956649	Dusp5	dual specificity phosphatase 5
ILMN_1376215	0.298	0.221	-1.27097	-7.266747	-0.04344492		
ILMN_1369148	0.298	0.222	-1.270529	-7.267288	-0.08666189	Npc1	NPC intracellular cholesterol transporter 1
ILMN_1372787	0.298	0.222	1.270523	-7.267295	0.05801687		
ILMN_1372309	0.298	0.222	-1.270465	-7.267367	-0.0571748	Rnf182	ring finger protein 182
ILMN_1350749	0.298	0.222	-1.270383	-7.267467	-0.07054811	Papss1	3'-phosphoadenosine 5'-phosphosulfate synthase 1
ILMN_1357223	0.298	0.222	-1.270135	-7.26777	-0.06231257	Ap4e1	adaptor-related protein complex 4, epsilon 1 subunit
ILMN_1360587	0.298	0.222	-1.269447	-7.268613	-0.0563228	Ccnb2	cyclin B2
ILMN_1356768	0.298	0.222	1.269395	-7.268678	0.06379425	Olr1733	olfactory receptor 1733
ILMN_1352554	0.298	0.222	1.269346	-7.268737	0.06097752		
ILMN_1365975	0.298	0.222	1.269024	-7.269132	0.0552065	Olr1529	olfactory receptor 1529
ILMN_1365114	0.299	0.222	1.268607	-7.269643	0.25382974		
ILMN_1369648	0.299	0.222	1.267896	-7.270513	0.0509325		
ILMN_1351074	0.299	0.223	1.267683	-7.270774	0.06863238	Lrch1	leucine rich repeats and calponin homology domain containing 1
ILMN_1372045	0.299	0.223	1.267575	-7.270906	0.16730771	Orai3	ORAI calcium release-activated calcium modulator 3
ILMN_1360075	0.299	0.223	1.267403	-7.271116	0.0447761	Il27ra	interleukin 27 receptor subunit alpha
ILMN_1368036	0.299	0.223	-1.267154	-7.271422	-0.06847843		
ILMN_1351767	0.299	0.223	1.266504	-7.272216	0.0515664	Atp6v1e2	ATPase H+ transporting V1 subunit E2
ILMN_1369326	0.299	0.223	1.266388	-7.272358	0.05700568	Aspm	abnormal spindle microtubule assembly
ILMN_1354196	0.299	0.223	1.266233	-7.272547	0.05830256	Napb	NSF attachment protein beta
ILMN_1373686	0.299	0.223	1.266192	-7.272598	0.07214727	Gnrh1	gonadotropin releasing hormone 1
ILMN_1373084	0.299	0.223	-1.266188	-7.272602	-0.06104337		
ILMN_1360220	0.3	0.223	1.26557	-7.273358	0.06138472		
ILMN_1364637	0.3	0.223	-1.265488	-7.273458	-0.40362401	Mafg	MAF bZIP transcription factor G
ILMN_1348861	0.3	0.223	-1.265327	-7.273655	-0.15777841	Pafah2	platelet-activating factor acetylhydrolase 2
ILMN_1362923	0.3	0.224	-1.264929	-7.274142	-0.04389229	Scrn1	secernin 1
ILMN_1358503	0.3	0.224	1.264881	-7.2742	0.05761535		
ILMN_1353700	0.3	0.224	1.264755	-7.274354	0.05165925		
ILMN_1368094	0.3	0.224	-1.264594	-7.27455	-0.06311598	Olr428	olfactory receptor 428
ILMN_1368418	0.3	0.224	-1.264556	-7.274597	-0.06252013		
ILMN_1366961	0.3	0.224	1.264171	-7.275067	0.05560641		
ILMN_1352284	0.3	0.224	1.264127	-7.275121	0.0690913	Ghrh	growth hormone releasing hormone
ILMN_1368504	0.3	0.224	1.26379	-7.275532	0.23572678	Acsl3	acyl-CoA synthetase long-chain family member 3
ILMN_1530410	0.301	0.224	1.263088	-7.276389	0.0560492	Tm7sf2	transmembrane 7 superfamily member 2
ILMN_1355153	0.301	0.224	-1.262999	-7.276497	-0.12088997	Gabpa	GA binding protein transcription factor, alpha subunit
ILMN_1356100	0.301	0.225	1.262146	-7.277538	0.0392415	Grm2	glutamate metabotropic receptor 2
ILMN_1360982	0.301	0.225	-1.26203	-7.277679	-0.05444863	Tnfrsf10b	tumor necrosis factor receptor superfamily, member 10b
ILMN_1358481	0.301	0.225	1.26149	-7.278338	0.06579856		
ILMN_1363113	0.301	0.225	-1.26121	-7.278679	-0.06341231		
ILMN_1362162	0.302	0.225	1.260888	-7.279072	0.06579853	Tlr10	toll-like receptor 10
ILMN_1367041	0.302	0.225	-1.260882	-7.279079	-0.06458016	Ust	uronyl-2-sulfotransferase
ILMN_1373203	0.302	0.225	-1.260856	-7.27911	-0.04646006		
ILMN_1372053	0.302	0.225	-1.260645	-7.279367	-0.05192707		
ILMN_1365636	0.302	0.225	1.260217	-7.279889	0.0495598	Cck	cholecystokinin
ILMN_1369287	0.302	0.225	1.259913	-7.280259	0.05865054	RGD1565641	RGD1565641
ILMN_1365291	0.302	0.225	-1.259863	-7.28032	-0.04921293		
ILMN_1370200	0.303	0.226	-1.258587	-7.281872	-0.04993901		
ILMN_1368353	0.303	0.226	1.258536	-7.281934	0.04496857		
ILMN_1372064	0.303	0.226	1.2579	-7.282709	0.04548361	Olr403	olfactory receptor 403
ILMN_1368818	0.303	0.226	1.257719	-7.282928	0.13945947		
ILMN_1367497	0.303	0.226	1.257589	-7.283086	0.04699813		
ILMN_1362802	0.303	0.226	-1.257477	-7.283223	-0.10901917	Trmt10b	tRNA methyltransferase 10B
ILMN_1357670	0.303	0.226	1.257305	-7.283431	0.11291767	Adgrg2	adhesion G protein-coupled receptor G2
ILMN_1359128	0.303	0.226	-1.257205	-7.283554	-0.05336199		
ILMN_1358148	0.303	0.226	1.257157	-7.283611	0.05260311	Olr322	olfactory receptor 322
ILMN_1371207	0.303	0.227	1.256446	-7.284476	0.0619563		
ILMN_1357212	0.304	0.227	-1.256113	-7.28488	-0.10094522	Htr2a	5-hydroxytryptamine receptor 2A
ILMN_1367659	0.304	0.227	1.255895	-7.285145	0.10134515	Tat	tyrosine aminotransferase
ILMN_1374058	0.304	0.227	1.25588	-7.285163	0.06289934	Kmo	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
ILMN_1366720	0.304	0.227	1.254925	-7.286322	0.06021148		
ILMN_1350752	0.304	0.227	1.254844	-7.28642	0.05205551		
ILMN_1352471	0.304	0.227	1.254458	-7.286889	0.24174175	Ahsg	alpha-2-HS-glycoprotein
ILMN_1363953	0.304	0.227	1.254165	-7.287245	0.07439899	Hoxb13	homeo box B13
ILMN_1360972	0.304	0.227	-1.253933	-7.287526	-0.05895106	Dmrtb1	DMRT-like family B with proline-rich C-terminal, 1
ILMN_1363895	0.305	0.228	1.253433	-7.288132	0.06996726	Klk1c6	kallikrein 1-related peptidase C6
ILMN_1374251	0.305	0.228	1.253341	-7.288244	0.05540639	Prl5a1	prolactin family 5, subfamily a, member 1
ILMN_1351166	0.305	0.228	1.253287	-7.28831	0.06149566	Slc36a1	solute carrier family 36 member 1
ILMN_2038969	0.305	0.228	-1.253012	-7.288643	-0.06855517	Mocs3	molybdenum cofactor synthesis 3
ILMN_1356764	0.305	0.228	1.252937	-7.288734	0.06153724	Ttf2	transcription termination factor 2
ILMN_1366055	0.305	0.228	-1.252924	-7.288749	-0.09149672		
ILMN_1358031	0.305	0.228	1.25221	-7.289615	0.05239358	Olr1328	olfactory receptor 1328
ILMN_1356842	0.305	0.228	1.25209	-7.28976	0.06100293	Krt77	keratin 77
ILMN_1357888	0.305	0.228	1.25196	-7.289917	0.04285492		
ILMN_1367420	0.305	0.228	1.25177	-7.290147	0.05041083	Pvalb	parvalbumin
ILMN_1358337	0.305	0.228	1.251531	-7.290437	0.04084779	St6galnac1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
ILMN_1368518	0.306	0.228	1.251201	-7.290836	0.05164903	Mn1	meningioma 1
ILMN_1373740	0.306	0.228	-1.250949	-7.291141	-0.05471843		
ILMN_1368636	0.306	0.229	-1.250085	-7.292187	-0.07184767	Asns	asparagine synthetase (glutamine-hydrolyzing)
ILMN_1352665	0.306	0.229	-1.249976	-7.292319	-0.0445046		
ILMN_1366073	0.306	0.229	1.249698	-7.292656	0.0750606		
ILMN_1369280	0.306	0.229	1.249553	-7.292831	0.05726361	Dnajc6	DnaJ heat shock protein family (Hsp40) member C6
ILMN_1368645	0.306	0.229	1.249426	-7.292984	0.05717439	Zfp865	zinc finger protein 865
ILMN_1351822	0.307	0.229	1.248942	-7.293569	0.23465135	Rps20	ribosomal protein S20
ILMN_1351689	0.307	0.229	-1.248422	-7.294198	-0.32159086	Asb11	ankyrin repeat and SOCS box containing 11
ILMN_1369728	0.307	0.229	1.248307	-7.294337	0.05872194		
ILMN_1364882	0.307	0.23	1.247594	-7.295198	0.187713	Ttc14	tetratricopeptide repeat domain 14
ILMN_1361250	0.307	0.23	-1.247395	-7.295439	-0.04886062	Homez	homeobox and leucine zipper encoding
ILMN_1373851	0.307	0.23	-1.247156	-7.295726	-0.06339985		
ILMN_1362297	0.307	0.23	-1.246822	-7.296131	-0.05139629	Rwdd2a	RWD domain containing 2A
ILMN_1365894	0.308	0.23	-1.245808	-7.297355	-0.3414365	Serpinf1	serpin family F member 1
ILMN_1371880	0.308	0.231	1.245171	-7.298123	0.05919936	Vsig1	V-set and immunoglobulin domain containing 1
ILMN_1363828	0.308	0.231	-1.245075	-7.298238	-0.2605456	Pck1	phosphoenolpyruvate carboxykinase 1
ILMN_1370535	0.308	0.231	1.244736	-7.298647	0.06361196		
ILMN_1371468	0.309	0.231	1.244058	-7.299463	0.0624503	Rxfp2	relaxin/insulin-like family peptide receptor 2
ILMN_1353827	0.309	0.231	1.243733	-7.299856	0.07378628		
ILMN_1359536	0.309	0.231	-1.24317	-7.300534	-0.0725851	Dok1	docking protein 1
ILMN_1354292	0.309	0.231	-1.242948	-7.3008	-0.05966287	Olr121	olfactory receptor 121
ILMN_1355196	0.309	0.231	1.242698	-7.301101	0.05870564	Gpr150	G protein-coupled receptor 150
ILMN_1356304	0.309	0.232	1.242289	-7.301594	0.06996081		
ILMN_1354714	0.309	0.232	-1.242226	-7.30167	-0.05340033		
ILMN_1375164	0.309	0.232	1.242153	-7.301757	0.0357591	Psd2	pleckstrin and Sec7 domain containing 2
ILMN_1369606	0.309	0.232	-1.242149	-7.301763	-0.05714665		
ILMN_1354449	0.31	0.232	-1.241497	-7.302547	-0.06227765		
ILMN_1363105	0.31	0.232	-1.24068	-7.30353	-0.04533309		
ILMN_1358785	0.31	0.232	1.24059	-7.303638	0.06679475		
ILMN_1363475	0.31	0.232	-1.240581	-7.303649	-0.05832824	Olr722	olfactory receptor 722
ILMN_1370486	0.31	0.232	-1.240488	-7.303761	-0.04400897		
ILMN_1351552	0.31	0.232	1.240099	-7.304228	0.06525715		
ILMN_1651161	0.31	0.232	-1.239977	-7.304375	-0.09989782		
ILMN_1360010	0.31	0.232	1.239842	-7.304537	0.05138795		
ILMN_1369258	0.311	0.233	1.239417	-7.305047	0.05201764	Olr285	olfactory receptor 285
ILMN_1357955	0.311	0.233	1.238372	-7.306302	0.05138827	Olr714	olfactory receptor 714
ILMN_1375167	0.311	0.233	-1.23824	-7.30646	-0.0532282	Olr1217	olfactory receptor 1217
ILMN_1368321	0.311	0.233	1.237955	-7.306802	0.10093717	Kcnj13	potassium voltage-gated channel subfamily J member 13
ILMN_1367184	0.311	0.233	-1.2379	-7.306869	-0.056516	Lipc	lipase C, hepatic type
ILMN_1366578	0.311	0.233	1.237717	-7.307088	0.04832714		
ILMN_1356953	0.311	0.233	1.237401	-7.307467	0.04682555		
ILMN_1351965	0.312	0.234	-1.236876	-7.308097	-0.07216923		
ILMN_1373405	0.312	0.234	1.236512	-7.308534	0.07310939		
ILMN_1358510	0.312	0.234	-1.236486	-7.308565	-0.05606833		
ILMN_1368706	0.312	0.234	-1.235841	-7.309338	-0.05791635	Bace1	beta-secretase 1
ILMN_1367128	0.312	0.234	1.235569	-7.309664	0.07826611	Klk12	kallikrein related-peptidase 12
ILMN_1649854	0.312	0.234	-1.235165	-7.310148	-0.07387605	Prkx	protein kinase, X-linked
ILMN_1363163	0.313	0.234	1.234876	-7.310494	0.06112111		
ILMN_1354459	0.313	0.234	1.23434	-7.311135	0.04994212		
ILMN_1366181	0.313	0.234	1.234322	-7.311157	0.05298824		
ILMN_1360067	0.313	0.234	1.234254	-7.311239	0.04810377		
ILMN_1361196	0.313	0.235	1.23391	-7.31165	0.05316383	Spink14	serine peptidase inhibitor, Kazal type 14
ILMN_1354075	0.313	0.235	1.233282	-7.312402	0.05260602		
ILMN_1363680	0.313	0.235	1.233267	-7.31242	0.21035113		
ILMN_1371030	0.314	0.235	-1.232436	-7.313414	-0.04498693	Atp6v1c2	ATPase H+ transporting V1 subunit C2
ILMN_1373676	0.314	0.235	1.232378	-7.313483	0.12476382	Armc2	armadillo repeat containing 2
ILMN_1353090	0.314	0.235	1.232315	-7.313559	0.05302842		
ILMN_1369122	0.314	0.235	1.232054	-7.31387	0.0503121	Ing1	inhibitor of growth family, member 1
ILMN_1361457	0.314	0.236	1.231165	-7.314933	0.04011885	Adam7	ADAM metallopeptidase domain 7
ILMN_1355275	0.314	0.236	1.230762	-7.315414	0.126916	Ilf3	interleukin enhancer binding factor 3
ILMN_1359542	0.314	0.236	1.230521	-7.315702	0.06474929		
ILMN_1367715	0.314	0.236	-1.230458	-7.315777	-0.06356644		
ILMN_1374632	0.314	0.236	-1.230287	-7.315981	-0.04461762	Cebpa	CCAAT/enhancer binding protein alpha
ILMN_1374607	0.314	0.236	1.230218	-7.316063	0.05316335	Olr1078	olfactory receptor 1078
ILMN_1367185	0.315	0.236	-1.229702	-7.316679	-0.06333243	Gas8	growth arrest specific 8
ILMN_1357701	0.315	0.236	1.229579	-7.316826	0.06548126	Dusp18	dual specificity phosphatase 18
ILMN_1354144	0.315	0.236	1.229487	-7.316935	0.06909401	Rbp4	retinol binding protein 4
ILMN_1650675	0.315	0.236	-1.229368	-7.317078	-0.07648842		
ILMN_1376212	0.315	0.236	1.22893	-7.3176	0.04536836		
ILMN_1352011	0.315	0.236	1.228814	-7.317738	0.05725008		
ILMN_1360403	0.315	0.236	1.228779	-7.317781	0.05325549	Ka11	type I keratin KA11
ILMN_1371929	0.315	0.236	1.228693	-7.317883	0.06262807		
ILMN_1357526	0.315	0.236	1.228644	-7.317941	0.05027881		
ILMN_1350928	0.315	0.237	1.228522	-7.318087	0.04787705	Olr309	olfactory receptor 309
ILMN_1372912	0.315	0.237	-1.228456	-7.318166	-0.05728961		
ILMN_1355149	0.315	0.237	1.228179	-7.318497	0.23222251	Manba	mannosidase beta
ILMN_1365410	0.315	0.237	1.228051	-7.318649	0.05189052	Mip	major intrinsic protein of lens fiber
ILMN_1374753	0.315	0.237	-1.228008	-7.3187	-0.09566197		
ILMN_1351009	0.315	0.237	1.227995	-7.318716	0.05527107	B3gnt3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
ILMN_1366655	0.315	0.237	1.227687	-7.319083	0.05812056	Cldn3	claudin 3
ILMN_1361270	0.315	0.237	-1.227531	-7.319269	-0.05610696	Krt75	keratin 75
ILMN_1368973	0.315	0.237	-1.227514	-7.319288	-0.05099488		
ILMN_1358425	0.315	0.237	-1.227484	-7.319324	-0.06900169		
ILMN_1371839	0.315	0.237	-1.227438	-7.319379	-0.05041475	Myh2	myosin heavy chain 2
ILMN_1353754	0.315	0.237	-1.227339	-7.319497	-0.18755806	Gimap4	GTPase, IMAP family member 4
ILMN_1350099	0.316	0.237	1.227135	-7.319741	0.0537342	Olr231	olfactory receptor 231
ILMN_1358007	0.316	0.237	1.226999	-7.319903	0.06835369	Grhl3	grainyhead-like transcription factor 3
ILMN_1349828	0.316	0.237	1.226941	-7.319972	0.04759014	Dppa3	developmental pluripotency-associated 3
ILMN_1364361	0.316	0.237	-1.226805	-7.320134	-0.04722031	Ngb	neuroglobin
ILMN_1372705	0.316	0.237	1.226577	-7.320405	0.06109994		
ILMN_1361916	0.316	0.237	-1.226452	-7.320554	-0.07413603	Arid4a	AT-rich interaction domain 4A
ILMN_1354847	0.316	0.237	-1.226252	-7.320792	-0.06293211		
ILMN_1374355	0.316	0.238	1.225385	-7.321824	0.06174048	Scg5	secretogranin V
ILMN_1372058	0.316	0.238	1.225139	-7.322116	0.22993182	Cnot8	CCR4-NOT transcription complex, subunit 8
ILMN_1374845	0.316	0.238	1.224969	-7.322319	0.09392128	MGC105649	hypothetical LOC302884
ILMN_1374016	0.316	0.238	1.224911	-7.322388	0.06449946		
ILMN_1359498	0.317	0.238	1.224767	-7.322559	0.05203734	Chodl	chondrolectin
ILMN_1353552	0.317	0.238	1.224656	-7.322692	0.05677279	Vom1r50	vomeronasal 1 receptor 50
ILMN_1366742	0.317	0.238	-1.22441	-7.322983	-0.11404069	Tm4sf4	transmembrane 4 L six family member 4
ILMN_1373213	0.317	0.238	1.223612	-7.323932	0.04241946	Nek11	NIMA-related kinase 11
